ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR785BDQ/	ENCSR785BDQ	DNase-seq	DNase-seq			glomerular visceral epithelial cell child (3 years)	glomerular visceral epithelial cell		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	child	3	year										/replicates/4fb7fd68-3579-45ef-97ab-076236f93cde/,/replicates/e5b6d7c5-1313-4edb-beb8-bc2078575c3c/
/experiments/ENCSR269SIA/	ENCSR269SIA	DNase-seq	DNase-seq			G401	G401		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	child	3	month										/replicates/b4175433-90ed-44b9-9c49-a8ac3a5fc33b/,/replicates/c779fe1d-5bb9-4909-98d2-87c96d1222e5/,/replicates/678e033f-4430-4b33-b498-2443097f837c/
/experiments/ENCSR475VQD/	ENCSR475VQD	DNase-seq	DNase-seq			brain male fetal (72 days) and male fetal (76 days)	brain	DNase-seq on 72 day old male human fetal brain tissue	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	fetal	72,76	day										/replicates/1e79fd3e-0b4d-48e7-8cd0-bc2cce745562/,/replicates/e5189c6c-1d4d-49ca-b7bd-1dfe8b1ee1d6/,/replicates/66df7bb0-dc3d-4524-ac77-03877fe0fb76/
/experiments/ENCSR346JWH/	ENCSR346JWH	DNase-seq	DNase-seq			A673	A673	DNase-seq on cell line A673 (polygonal cell from 15 year old female human muscle, Ewing's sarcoma)	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	15	year										/replicates/8df4b6ff-293a-487f-84ad-0f0299150439/,/replicates/d6c5a0dc-ad33-4408-88b7-0b8d4d6ba193/
/experiments/ENCSR501FWC/	ENCSR501FWC	DNase-seq	DNase-seq			heart left ventricle female fetal (101 day) and female fetal (136 days)	heart left ventricle		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	fetal	101,136	day										/replicates/8adb044a-a6fa-429d-9ce8-0625c25a3a30/,/replicates/f50e25a7-87c5-47e1-9385-2bb66e7e9845/
/experiments/ENCSR224IYD/	ENCSR224IYD	DNase-seq	DNase-seq			medulla oblongata male adult (78 years) and male adult (84 years)	medulla oblongata		John Stamatoyannopoulos, UW	ENCODE	released	1,2	2,1		Homo sapiens	adult	84,78	year										/replicates/a8339942-657a-42eb-a4aa-df2790f09684/,/replicates/df36fc2d-81cd-4a68-8ec8-1c9033ed28e7/,/replicates/ca132e97-1c3c-4db9-93bb-51b803fb7bcf/,/replicates/81140b38-6aa7-4c04-b9da-6a0f2e6b3cd9/
/experiments/ENCSR979ZJS/	ENCSR979ZJS	DNase-seq	DNase-seq			transverse colon male adult (37 years)	transverse colon		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	37	year										/replicates/efa043cc-f6b3-459d-9473-b2dce1caa1b4/
/experiments/ENCSR000ENO/	ENCSR000ENO	DNase-seq	DNase-seq			HeLa-S3 G1b phase	HeLa-S3	DNase-seq on human HeLa-S3	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	31	year										/replicates/944b9810-8371-4510-b804-f3877e125dfd/,/replicates/79419e7d-a328-4e85-b220-fa79d8326ece/
/experiments/ENCSR000EPS/	ENCSR000EPS	DNase-seq	DNase-seq			NT2/D1	NT2/D1	UW human NT2-D1 DNase-seq	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	unknown	22	year										/replicates/9f7c5b31-f1df-4034-8654-4a2905ac33a1/,/replicates/ef97da8e-1fd0-4709-9a8b-dd1083bfe492/
/experiments/ENCSR000CNT/	ENCSR000CNT	DNase-seq	DNase-seq			M.spretus x C57BL/6J Patski	Patski	DNase on mouse Patski cell line	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	unknown	unknown											/replicates/a7321145-9a09-4bcd-a063-947bf900fe10/,/replicates/30b10c6a-6c5a-484d-9858-5c1f5205ed5b/
/experiments/ENCSR000ENH/	ENCSR000ENH	DNase-seq	DNase-seq			cardiac fibroblast	cardiac fibroblast	DNase-seq and DGF on human cardiac fibroblast	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/494e014e-304f-47d4-ba9f-72b42b504d93/,/replicates/36fd3c2c-ef12-4e0d-b43b-1ae08d5d0076/
/experiments/ENCSR986YWZ/	ENCSR986YWZ	DNase-seq	DNase-seq			inferior parietal cortex male adult (84 years)	inferior parietal cortex		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	84	year										/replicates/8cdbd663-26b3-47e9-9fb9-4b0c06c29ebc/
/experiments/ENCSR312QVY/	ENCSR312QVY	DNase-seq	DNase-seq			C57BL/6 neural tube embryo (11.5 days)	neural tube	DNase-seq on 11.5 day mixed embryonic mouse neural tube	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	11.5	day										/replicates/0c582dfb-fc2c-4833-a819-7ab454195c49/,/replicates/b4ccf240-b77a-4f1a-bb16-bf688811c870/
/experiments/ENCSR000EQM/	ENCSR000EQM	DNase-seq	DNase-seq			WI38 derived from WI38 stably treated with afimoxifene expressing fusion protein	WI38	DNase-seq on human WI-38 treated with 4-hydroxy-tamoxifen at 20nM for 72 hours	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown		afimoxifene	CHEBI:44616			72.0	hour				/replicates/9cf7cd00-6dd8-4323-bc40-b516efd4db90/,/replicates/b90f9593-55e5-429e-9ae6-21147933b5f7/
/experiments/ENCSR940NLN/	ENCSR940NLN	DNase-seq	DNase-seq			PC-9	PC-9	DNase-seq on PC-9 cell line (human lung adenocarcinoma)	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/d951a149-fab3-4309-902c-e05125bb18b6/,/replicates/84eb73cd-fdf2-43f7-a5ec-4522c0c87558/
/experiments/ENCSR052AWE/	ENCSR052AWE	DNase-seq	DNase-seq			PC-3	PC-3		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	62	year										/replicates/babac6cf-afc8-4839-9b43-932d47a57dc3/,/replicates/fc22cdb4-eb65-4dd6-9eae-43247defc209/
/experiments/ENCSR037PGI/	ENCSR037PGI	DNase-seq	DNase-seq			RCC 7860	RCC 7860	DNase-seq of RCC 7860 (human renal carcinoma cell, 58 year old male)	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	58	year										/replicates/0809092a-658d-4f79-9f2c-f0635764c69b/,/replicates/c7a55d99-3864-4e0f-b918-ab79f8a6f954/
/experiments/ENCSR000ENR/	ENCSR000ENR	DNase-seq	DNase-seq			HFF-Myc male postnatal derived from foreskin fibroblast	HFF-Myc	DNase-seq on human HFF-Myc	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	postnatal	unknown											/replicates/49b555d6-90f7-4b41-8c27-0e0acf887c53/,/replicates/180e67c6-b2c5-4048-aff1-1b1aa4e7b4fb/
/experiments/ENCSR000EPJ/	ENCSR000EPJ	DNase-seq	DNase-seq			MCF-7	MCF-7	DNase-seq on human MCF-7	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	69	year										/replicates/6620dd30-e6c0-4f6e-8523-bf3c4411ac76/,/replicates/edfce22a-5271-4603-8e92-ad25f254b619/
/experiments/ENCSR426IEA/	ENCSR426IEA	DNase-seq	DNase-seq			KBM-7	KBM-7	DNase-seq on cell line KBM-7 (human myeloid leukemia)	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2,5		Homo sapiens	adult	44	year										/replicates/a3f8abfa-26bb-4d64-bff2-0b6d640caa59/,/replicates/e2091dc4-d8cd-46f9-982f-7d0d8d85daed/,/replicates/826baf7e-afc1-4a83-878a-fcf05fa80c0f/,/replicates/e60a3992-95b6-4635-b453-844cc8ec90d6/
/experiments/ENCSR579BNV/	ENCSR579BNV	DNase-seq	DNase-seq			esophagus squamous epithelium female adult (53 years)	esophagus squamous epithelium		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	53	year										/replicates/325cb734-9570-4c35-a17a-dde74743d4f7/
/experiments/ENCSR000ENN/	ENCSR000ENN	DNase-seq	DNase-seq			epithelial cell of esophagus	epithelial cell of esophagus	DNase-seq and DGF on human HEEpiC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/8c87bf74-9e55-4f5f-821c-3453d8fc8094/,/replicates/b5a3679e-7abc-4b61-946b-2022bcd927ad/
/experiments/ENCSR959LOI/	ENCSR959LOI	DNase-seq	DNase-seq			mammary epithelial cell female adult (18 years)	mammary epithelial cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	34		Homo sapiens	adult	18	year										/replicates/e4f17d5f-4756-4ae3-aaea-eafe6aa57525/
/experiments/ENCSR000ELA/	ENCSR000ELA	DNase-seq	DNase-seq			medulloblastoma	medulloblastoma	Duke human Medullo DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	child	2	year										/replicates/2cac71f2-de3b-4560-ad1b-7125fcad0411/,/replicates/e6f5366f-edff-4cf9-84d5-725c69f51a21/
/experiments/ENCSR501UZL/	ENCSR501UZL	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	archived	1	6		Homo sapiens	fetal	97	day										/replicates/23fb7482-3771-4278-ba2b-0bf3aa2ca174/
/experiments/ENCSR473CXA/	ENCSR473CXA	DNase-seq	DNase-seq			thymus female fetal (113 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	archived	1	3		Homo sapiens	fetal	113	day										/replicates/7bd166e4-c36f-47fa-ac78-63ce465086f9/
/experiments/ENCSR557MDC/	ENCSR557MDC	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive female	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	archived	1	12		Homo sapiens	unknown	unknown											/replicates/6115e3ea-f27f-4413-91bf-a62440770700/
/experiments/ENCSR311CGR/	ENCSR311CGR	DNase-seq	DNase-seq			mesenchymal stem cell	mesenchymal stem cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	21		Homo sapiens	embryonic	unknown											/replicates/a01e93a9-0df0-4d8d-afc9-8d5d18ef1a94/
/experiments/ENCSR414ZUA/	ENCSR414ZUA	DNase-seq	DNase-seq			right kidney male fetal (108 days)	right kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	108	day										/replicates/8ed392b0-9724-4f52-b498-bbcd1de6f279/
/experiments/ENCSR167XSQ/	ENCSR167XSQ	DNase-seq	DNase-seq			muscle of leg male fetal (101 day)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	5		Homo sapiens	fetal	101	day										/replicates/5cf60896-3ca5-4a71-bf60-a8d7e8ee95e6/
/experiments/ENCSR270LZE/	ENCSR270LZE	DNase-seq	DNase-seq			muscle of arm male fetal (113 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	1	7		Homo sapiens	fetal	113	day										/replicates/5fcd77dc-b7f8-4a5b-8d2d-2b75be16d5bf/
/experiments/ENCSR184DFF/	ENCSR184DFF	DNase-seq	DNase-seq			left kidney male fetal (96 days)	left kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	96	day										/replicates/4e170180-5877-46fe-99fe-32b56f5a534f/
/experiments/ENCSR189YJQ/	ENCSR189YJQ	DNase-seq	DNase-seq			heart female fetal (110 days)	heart		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	110	day										/replicates/715cd609-c8a1-4bd9-85bd-6543dce2483e/
/experiments/ENCSR328UMC/	ENCSR328UMC	DNase-seq	DNase-seq			hematopoietic multipotent progenitor cell female adult (34 years)	hematopoietic multipotent progenitor cell		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	adult	34	year										/replicates/73d17d27-09fd-41a8-8379-b2f0c60ea15f/
/experiments/ENCSR295ELC/	ENCSR295ELC	DNase-seq	DNase-seq			muscle of back male fetal (97 days)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	97	day										/replicates/ff6795bb-7520-4377-ab54-f07de88f6b90/
/experiments/ENCSR888UPQ/	ENCSR888UPQ	DNase-seq	DNase-seq			thymus male fetal (108 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	108	day										/replicates/ebd3ab08-7a47-49ef-ad67-0fd90c67299e/
/experiments/ENCSR214QEO/	ENCSR214QEO	DNase-seq	DNase-seq			large intestine female fetal (91 day)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	8		Homo sapiens	fetal	91	day										/replicates/52b4c9c2-97dd-45e0-bdf8-ed59535f0587/
/experiments/ENCSR575VMI/	ENCSR575VMI	DNase-seq	DNase-seq			placenta female fetal (101 day) and male fetal (105 days)	placenta		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	fetal	101,105	day										/replicates/b8a349cd-50a3-48ae-89dd-652816cbfdd0/,/replicates/498fb198-e1cb-437f-8c64-2fa9ac286d6a/
/experiments/ENCSR207TUX/	ENCSR207TUX	DNase-seq	DNase-seq			amniotic stem cell	amniotic stem cell		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	fetal	15	week										/replicates/aa88a3e0-2340-484b-b3f8-6764963c7c71/
/experiments/ENCSR829MXU/	ENCSR829MXU	DNase-seq	DNase-seq			pons male adult (78 years)	pons		John Stamatoyannopoulos, UW	ENCODE	released	1	2,1		Homo sapiens	adult	78	year										/replicates/7c1d4cf9-1003-4f5a-8bac-5f03f41b60c0/,/replicates/722d2163-dbe2-4f58-89b0-0dc3dba8e1af/
/experiments/ENCSR000EPW/	ENCSR000EPW	DNase-seq	DNase-seq			epithelial cell of proximal tubule	epithelial cell of proximal tubule	DNase-seq on human RPTEC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/a8df11bb-69d8-4ebb-9d5b-5bd0a4a761d6/,/replicates/17b42bbd-7f5c-4eec-aaa9-8f61f7bb9833/
/experiments/ENCSR563XRP/	ENCSR563XRP	DNase-seq	DNase-seq			large intestine female fetal (107 days)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	107	day										/replicates/b4885d77-4788-4549-a3d8-e882d32e5fd6/
/experiments/ENCSR311LLZ/	ENCSR311LLZ	DNase-seq	DNase-seq			heart male fetal (110 days)	heart		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	110	day										/replicates/8da5f423-35cc-4db1-8a1c-c4d318d7a92d/
/experiments/ENCSR366EQH/	ENCSR366EQH	DNase-seq	DNase-seq			large intestine male fetal (115 days)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/2b383674-6454-4894-9424-7f4c859b2c23/
/experiments/ENCSR191EII/	ENCSR191EII	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive female	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	2,1	1,3		Homo sapiens	unknown	unknown											/replicates/9eac74dc-2bd1-40be-85b9-02dab9c0c3f9/,/replicates/411d0c51-7e6a-4212-be0a-21211c3e0982/
/experiments/ENCSR228BOM/	ENCSR228BOM	DNase-seq	DNase-seq			right lung male fetal (115 days)	right lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/89f5d98f-28f7-444f-870f-ca02d9cd90d6/
/experiments/ENCSR587STM/	ENCSR587STM	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	6		Homo sapiens	fetal	97	day										/replicates/6c710c9c-a6be-4114-bd55-46df0c6593e4/
/experiments/ENCSR953XJU/	ENCSR953XJU	DNase-seq	DNase-seq			left kidney female fetal (107 days)	left kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	107	day										/replicates/3798c739-8acd-4541-a68f-bfcdeb657a27/
/experiments/ENCSR217SET/	ENCSR217SET	DNase-seq	DNase-seq			SW480	SW480		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	50	year										/replicates/a6b56a77-a3e6-48ae-a174-835fa1bc7b75/,/replicates/b3c45500-1e6d-441f-a1ba-f3429aedb6d9/
/experiments/ENCSR000ENA/	ENCSR000ENA	DNase-seq	DNase-seq			astrocyte of the hippocampus	astrocyte of the hippocampus	DNase-seq and DGF on human HA-h	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/5b900e9e-49d7-4052-8c4e-c9291a617a4a/,/replicates/fcdefea7-a26a-4f9d-a2ca-10df7d8bf629/
/experiments/ENCSR000ENB/	ENCSR000ENB	DNase-seq	DNase-seq			astrocyte of the spinal cord	astrocyte of the spinal cord	DNase-seq and DGF on human HA-sp	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/43025a69-ed42-484c-b83e-e23f47fab133/,/replicates/9977bc93-9d55-4122-b85c-48221c30df51/
/experiments/ENCSR000EQL/	ENCSR000EQL	DNase-seq	DNase-seq			WERI-Rb-1	WERI-Rb-1	DNase-seq on human WERI-Rb-1	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	child	1	year										/replicates/24b0b4f1-e963-476c-9286-d7879b13f000/,/replicates/e614fb68-4da4-4aef-9e56-15381d2c30fa/
/experiments/ENCSR017TFH/	ENCSR017TFH	DNase-seq	DNase-seq			right kidney female fetal (87 days)	right kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	87	day										/replicates/2d537775-0291-41b8-8c1f-8d9f579799e2/
/experiments/ENCSR554WUJ/	ENCSR554WUJ	DNase-seq	DNase-seq			renal pelvis female fetal (103 days)	renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	6		Homo sapiens	fetal	103	day										/replicates/552909be-a7b2-4bed-979a-029ebd740a09/
/experiments/ENCSR482HQE/	ENCSR482HQE	DNase-seq	DNase-seq			lung female fetal (108 days)	lung		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	108	day										/replicates/04f83f22-a008-455b-960d-5971f737fc64/
/experiments/ENCSR120LVW/	ENCSR120LVW	DNase-seq	DNase-seq			left kidney female fetal (98 days)	left kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	98	day										/replicates/b6b89495-28b4-430a-8c0a-135ffb904e45/
/experiments/ENCSR129KIV/	ENCSR129KIV	DNase-seq	DNase-seq			renal cortex interstitium male fetal (108 days)	renal cortex interstitium		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	108	day										/replicates/2667b171-41a9-4905-977b-58238e646eac/
/experiments/ENCSR935EVZ/	ENCSR935EVZ	DNase-seq	DNase-seq			left lung male fetal (115 days)	left lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/9f65a483-42de-4656-8037-39337a659e5f/
/experiments/ENCSR000EON/	ENCSR000EON	DNase-seq	DNase-seq			retinal pigment epithelial cell	retinal pigment epithelial cell	DNase-seq on human HRPEpiC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/3c61b548-d304-47f2-8698-5303c4397062/,/replicates/7608f684-a384-4d61-af49-b263fd29ee5c/
/experiments/ENCSR859CZM/	ENCSR859CZM	DNase-seq	DNase-seq			occipital lobe male adult (84 years)	occipital lobe		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	84	year										/replicates/9fa39188-e38f-466c-8639-852949e25976/
/experiments/ENCSR405TXU/	ENCSR405TXU	DNase-seq	DNase-seq			adipocyte	adipocyte	DNase-seq on human adipocyte	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/d4e1a233-e111-4cf8-bf54-cfa5a3879c9a/,/replicates/29196cbe-d019-463c-9d41-5d73a93675c8/
/experiments/ENCSR149XIL/	ENCSR149XIL	DNase-seq	DNase-seq			HepG2	HepG2		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	child	15	year										/replicates/85a74f9c-0caa-4d3f-b504-df0b6bc7e671/,/replicates/150ecaf1-30c6-4708-9a10-4a67cfec8a2c/
/experiments/ENCSR000FEK/	ENCSR000FEK	DNase-seq	DNase-seq			SK-MEL-5	SK-MEL-5		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	adult	24	year										/replicates/a5c48473-9caf-4f0e-9a65-0f66c27982c5/,/replicates/cc10e530-eefc-4a5b-84a1-e8bad2d97505/,/replicates/438c62c8-4e9b-456b-bbbb-19dee1f01843/
/experiments/ENCSR000ENJ/	ENCSR000ENJ	DNase-seq	DNase-seq			cardiac muscle cell	cardiac muscle cell	DNase-seq and DGF on human cardiac muscle	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/3fca3c30-c366-4057-9a0a-42dfb01b2abb/,/replicates/207fd5e2-ce15-47f6-94ca-32df853d116a/
/experiments/ENCSR855FOP/	ENCSR855FOP	DNase-seq	DNase-seq			hematopoietic multipotent progenitor cell male adult (25 years) treated with interleukin-3 , kit ligand , hydrocortisone succinate , erythropoietin	hematopoietic multipotent progenitor cell		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	adult	25	year	interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin	UniprotKB:P08700,UniprotKB:P21583,CHEBI:31677,CHEBI:81579			13	day				/replicates/d22074ab-4a42-4b6c-bdfd-e411a6c02229/,/replicates/ecf2ae0e-dba0-4444-9dc5-4bf7b9cc5f1a/,/replicates/6804b27c-2d58-4883-a307-993b26927a08/
/experiments/ENCSR595CSH/	ENCSR595CSH	DNase-seq	DNase-seq			brain fetal (56 days) and male fetal (58 days)	brain		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	fetal	58,56	day										/replicates/603b2dd3-658e-438e-a856-e7ccfc7d2207/,/replicates/720f905c-4443-461f-8bf7-491257af082e/,/replicates/c2caf8bd-339d-4d42-96f3-efdce5d0f3b3/
/experiments/ENCSR559WMK/	ENCSR559WMK	DNase-seq	DNase-seq			tongue male fetal (72 days)	tongue	DNase-seq on 72 day old male human fetal tongue tissue	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	fetal	72	day										/replicates/9c8b8710-335d-495a-8076-b2cf84721530/
/experiments/ENCSR083STA/	ENCSR083STA	DNase-seq	DNase-seq			MG63	MG63	DNase-seq on 14 year old male human MG63 immortalized cell line	John Stamatoyannopoulos, UW	ENCODE	released	1,2	2,1		Homo sapiens	child	14	year										/replicates/3551895c-73d0-4b3a-bc96-894ba99ff65d/,/replicates/b908f792-7ed4-4015-8876-9e097d36e662/,/replicates/6b8398d2-f1aa-4e20-b1c1-ec24baa41b27/,/replicates/7f74c774-1e07-4022-8b0f-6c336bebf9a3/
/experiments/ENCSR811YWE/	ENCSR811YWE	DNase-seq	DNase-seq			iPS DF 19.11 male newborn	iPS DF 19.11		John Stamatoyannopoulos, UW	Roadmap	archived	1	20		Homo sapiens	newborn	unknown											/replicates/3dfbed8d-40f6-4ca4-8fd0-bd00f906f31f/
/experiments/ENCSR146MBH/	ENCSR146MBH	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	archived	1	5		Homo sapiens	fetal	97	day										/replicates/0aff02f4-9056-488a-9da3-6993dc4f7cd9/
/experiments/ENCSR000END/	ENCSR000END	DNase-seq	DNase-seq			amniotic epithelial cell	amniotic epithelial cell	DNase-seq and DGF on human amniotic epithelial cell (HAEpiC)	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/2c53ffa8-42d8-4953-a42a-b8d0ab5c955e/,/replicates/0e6b5684-5b58-4d5c-bf3a-96ca095fdf18/
/experiments/ENCSR790FIS/	ENCSR790FIS	DNase-seq	DNase-seq			transverse colon male adult (54 years)	transverse colon		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	54	year										/replicates/0f5e30f1-ce24-4036-aa01-f2168353f26f/
/experiments/ENCSR000FFJ/	ENCSR000FFJ	DNase-seq	DNase-seq			SJCRH30	SJCRH30	SJCRH30 DNase-seq	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	unknown	17	year										/replicates/d0750ba9-018e-4d4b-a4db-ef6f549d2fe8/,/replicates/dcb943f8-1122-4ce9-bccc-77c6e570e435/,/replicates/b1b2bdd1-063c-46a3-b527-e566648ccf18/
/experiments/ENCSR000EQE/	ENCSR000EQE	DNase-seq	DNase-seq			T-helper 1 cell male adult (33 years)	T-helper 1 cell	DNase-seq on human Th1 (Wb54553204)	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	33	year										/replicates/c3ffbce1-813f-49c5-ac3d-0d394d447f43/,/replicates/1e2511ff-6c35-4d4e-acd0-63571814708c/
/experiments/ENCSR000CMT/	ENCSR000CMT	DNase-seq	DNase-seq			CD-1 c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells male embryo (14.5 days)	c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells	DNase-seq on embryonic day 14.5 mouse EPC (CD117+ CD71+ TER119-) strain is CD-2	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Mus musculus	embryonic	14.5	day										/replicates/fc07015b-f5e5-48c4-8b40-e9efe89cda23/
/experiments/ENCSR000EQI/	ENCSR000EQI	DNase-seq	DNase-seq			T-helper 2 cell male adult (33 years)	T-helper 2 cell	DNase-seq and DGF on human Treg (Wb54553204)	John Stamatoyannopoulos, UW	ENCODE	released	1	1,3		Homo sapiens	adult	33	year										/replicates/63febb55-8b11-404f-8ce0-c058bbac64ad/,/replicates/12feb320-da31-47b6-bec4-f02064a67543/
/experiments/ENCSR000EOF/	ENCSR000EOF	DNase-seq	DNase-seq			non-pigmented ciliary epithelial cell	non-pigmented ciliary epithelial cell	DNase-seq on human HNPCEpiC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/9d7a086e-6061-4080-bd2e-eac904b291ce/,/replicates/aa7f0da4-6787-4a82-8549-1e73237cbabb/
/experiments/ENCSR000EOI/	ENCSR000EOI	DNase-seq	DNase-seq			fibroblast of peridontal ligament male	fibroblast of peridontal ligament	DNase-seq and DGF on human HPdLF	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/1f2f0ecf-1480-460d-ba9d-1726c9fe9c38/,/replicates/170b8bf2-6134-4f39-b837-398af0aedfb8/
